company,specific_origin,REF,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin,Blend
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68.0,U.S.A.,2.75,,Tanzania,0
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71.0,U.S.A.,2.75,,Dominican Republic,0
Mutari,"Ambanja, batch 1 SRB",1900,2016,68.0,U.S.A.,2.75,,Madagascar,0
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80.0,U.S.A.,3.0,Trinitario,Vietnam,0
Nahua,"Costa Rica, Oscuro",1049,2013,58.0,Costa Rica,2.5,,Costa Rica,0
Nahua,"Costa Rica, Oscuro",1049,2013,70.0,Costa Rica,3.0,,Costa Rica,0
Naive,Trinidad & Tobago,1046,2013,70.0,Lithuania,3.75,,"Trinidad,Tobago",0
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78.0,Lithuania,3.75,Forastero (Nacional),Peru,0
Naive,Grenada,867,2012,71.0,Lithuania,2.5,Trinitario,Grenada,0
Na�ve,Nicaragua,1379,2014,70.0,Lithuania,3.25,Criollo,Nicaragua,0
Na�ve,Chuao,1399,2014,75.0,Lithuania,2.75,Trinitario,Venezuela,0
Na�ve,Barinas,1399,2014,70.0,Lithuania,3.0,,Venezuela,0
Nanea,Criollo Blend,1007,2013,85.0,U.S.A.,3.5,,Hawaii,1
Nathan Miller,Peru,1403,2014,72.0,U.S.A.,2.25,,Peru,0
Nathan Miller,Hispaniola,1403,2014,70.0,U.S.A.,2.5,,Dominican Republic,0
Nathan Miller,Madagascar,1403,2014,73.5,U.S.A.,2.5,Trinitario,Madagascar,0
Nathan Miller,Ghana,1403,2014,70.0,U.S.A.,3.5,Forastero,Ghana,0
Neuhaus (Callebaut),Papua New Guinea,531,2010,70.0,Belgium,2.5,Criollo,Papua New Guinea,0
Neuhaus (Callebaut),Manickchand Estate,230,2008,67.0,Belgium,3.75,Trinitario,Trinidad,0
Neuhaus (Callebaut),Dark,135,2007,73.0,Belgium,1.0,,,0
Neuhaus (Callebaut),West Africa,15,2006,73.0,Belgium,2.0,Forastero,West Africa,0
Neuhaus (Callebaut),Sao Tome,15,2006,75.0,Belgium,2.75,Forastero,Sao Tome,0
Neuhaus (Callebaut),Ocumare,24,2006,71.0,Belgium,3.0,Criollo,Venezuela,0
Nibble,Patanemo,1526,2015,72.0,U.S.A.,2.25,Criollo,Venezuela,0
Nibble,Elvesia P.,1526,2015,72.0,U.S.A.,2.75,Trinitario,Dominican Republic,0
Nibble,"Ambanja, Sambirano Valley",1526,2015,72.0,U.S.A.,3.0,Trinitario,Madagascar,0
Nibble,Tumbes,1526,2015,72.0,U.S.A.,3.0,Criollo,Peru,0
Night Owl,Peru,1022,2013,75.0,U.S.A.,2.75,,Peru,0
Night Owl,Ecuador,1022,2013,75.0,U.S.A.,3.5,,Ecuador,0
Noble Bean aka Jerjobo,Ghana,1295,2014,75.0,U.S.A.,3.0,Forastero,Ghana,0
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75.0,U.S.A.,3.0,Trinitario,Belize,0
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75.0,U.S.A.,3.25,Forastero (Nacional),Peru,0
Noir d' Ebine,Venezuela,837,2012,70.0,U.S.A.,3.0,,Venezuela,0
Noir d' Ebine,Ecuador,841,2012,70.0,U.S.A.,3.0,,Ecuador,0
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70.0,Nicaragua,3.0,,Nicaragua,0
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75.0,Nicaragua,2.75,,Nicaragua,0
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80.0,Nicaragua,3.25,Forastero (Nacional),Ecuador,0
Nuance,"Ghana, 2013",1454,2015,70.0,U.S.A.,3.75,Forastero,Ghana,0
Nuance,"Ecuador, 2013",1458,2015,70.0,U.S.A.,2.75,Trinitario,Ecuador,0
Nuance,"Canoabo, 2013",1458,2015,70.0,U.S.A.,3.0,Criollo,Venezuela,0
Nuance,"Sambirano Valley, 2012",1458,2015,70.0,U.S.A.,3.5,Trinitario,Madagascar,0
Nuance,La Red,1470,2015,70.0,U.S.A.,3.75,,Dominican Republic,0
Nugali,Fazenda Leolinda,1876,2016,70.0,Brazil,3.5,Trinitario (Scavina),Brazil,0
Oakland Chocolate Co.,Jamaica,478,2010,70.0,U.S.A.,2.5,Trinitario,Jamaica,0
Obolo,Pangoa,1638,2015,70.0,Chile,3.75,Criollo,Peru,0
Obolo,"Pangoa, w/ nibs",1638,2015,70.0,Chile,3.75,Criollo,Peru,0
Ocelot,Virunga,1558,2015,70.0,Scotland,3.75,Forastero,Congo,0
Ocelot,Piura,1558,2015,75.0,Scotland,4.0,Criollo,Peru,0
Ocho,Sang Yum Coop,1760,2016,100.0,New Zealand,2.75,,Samoa,0
Ocho,Sang Yum Coop,1760,2016,70.0,New Zealand,3.5,,Samoa,0
Ocho,"PNG, Devotion",1411,2014,66.0,New Zealand,2.75,,Papua New Guinea,0
Ocho,"PNG, Revolution",1411,2014,70.0,New Zealand,3.0,,Papua New Guinea,0
Ocho,"PNG, Voodoo",1411,2014,88.0,New Zealand,3.25,,Papua New Guinea,0
Ocho,"PNG, Nib Bar",1411,2014,74.0,New Zealand,3.5,,Papua New Guinea,0
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70.0,U.S.A.,2.75,Trinitario,Trinidad,0
Ohiyo,Tanzania,1598,2015,70.0,U.S.A.,3.0,,Tanzania,0
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70.0,Germany,3.5,Criollo,Bolivia,0
Olive and Sinclair,Dominican Republic prototype,486,2010,72.0,U.S.A.,3.0,,Dominican Republic,0
Olive and Sinclair,Ghana prototype,486,2010,72.0,U.S.A.,3.0,Forastero,Ghana,0
Olive and Sinclair,Dark 67,457,2009,67.0,U.S.A.,2.75,,"Ghana,Dominican Republic",0
Olive and Sinclair,Dark 75,457,2009,75.0,U.S.A.,3.0,,"Ghana,Dominican Republic",0
Olivia,Carribean-Raw,688,2011,76.0,Canada,2.0,,Carribean,0
Olivia,Carribean,688,2011,76.0,Canada,2.75,,Carribean,0
Olivia,Carribean,688,2011,85.0,Canada,2.75,,Carribean,0
Olivia,Carribean-Raw,688,2011,85.0,Canada,3.0,,Carribean,0
Omanhene,Ghana,693,2011,80.0,Ghana,2.75,Forastero,Ghana,0
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70.0,Iceland,3.75,Trinitario,Tanzania,0
Omnom,Papua New Guinea,1247,2014,70.0,Iceland,3.0,,Papua New Guinea,0
Omnom,Madagascar,1247,2014,66.0,Iceland,3.5,Trinitario,Madagascar,0
organicfair,Maya Mountain,1161,2013,74.0,Canada,2.75,Trinitario,Belize,0
organicfair,La Red,1165,2013,72.0,Canada,2.75,,Dominican Republic,0
organicfair,Nicaraqua,1165,2013,72.0,Canada,2.75,Trinitario,Nicaragua,0
organicfair,Caribe,1165,2013,72.0,Canada,3.0,,Dominican Republic,0
organicfair,Mindo,1165,2013,72.0,Canada,3.0,Trinitario,Ecuador,0
Original Beans (Felchlin),Papua Kerafat,1438,2014,68.0,Switzerland,2.75,,Papua New Guinea,0
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80.0,Switzerland,3.25,Blend,,1
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66.0,Switzerland,3.75,,Bolivia,0
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70.0,Switzerland,3.0,Forastero,Congo,0
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75.0,Switzerland,3.0,Criollo,Peru,0
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68.0,Switzerland,3.25,,Bolivia,0
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60.0,U.S.A.,3.0,Criollo,Hawaii,0
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60.0,U.S.A.,3.0,,Hawaii,0
Orquidea,Peru,859,2012,65.0,Peru,3.0,,Peru,0
Orquidea,Peru,859,2012,72.0,Peru,3.0,,Peru,0
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70.0,Ecuador,4.0,,Colombia,0
Pacari,Garaua,1415,2014,70.0,Ecuador,3.25,,Ecuador,0
Pacari,Cumbia,1415,2014,70.0,Ecuador,3.5,,Ecuador,0
Pacari,Montubia,1415,2014,70.0,Ecuador,3.75,,Ecuador,0
Pacari,Tangara,1415,2014,70.0,Ecuador,4.0,,Ecuador,0
Pacari,"Ecuador, raw",817,2012,85.0,Ecuador,2.75,,Ecuador,0
Pacari,Piura,863,2012,70.0,Ecuador,4.0,,Peru,0
Pacari,Nube- prototype,721,2011,70.0,Ecuador,3.5,,Ecuador,0
Pacari,Esmeraldas,224,2008,60.0,Ecuador,2.5,Forastero (Arriba),Ecuador,0
Pacari,Manabi,224,2008,65.0,Ecuador,2.75,Forastero (Arriba),Ecuador,0
Pacari,Los Rios,224,2008,72.0,Ecuador,3.0,Forastero (Arriba),Ecuador,0
Pacari,Raw,266,2008,100.0,Ecuador,2.0,Forastero (Arriba),Ecuador,0
Pacari,Raw,266,2008,70.0,Ecuador,3.5,Forastero (Arriba),Ecuador,0
Palette de Bine,Lachua,1720,2016,70.0,Canada,2.75,,Guatemala,0
Palette de Bine,Maya Mtn,1720,2016,72.0,Canada,3.0,Trinitario,Belize,0
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70.0,Canada,3.25,,Bolivia,0
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70.0,Canada,3.25,Trinitario,Trinidad,0
Palette de Bine,Kokoa Kamili,1574,2015,72.0,Canada,3.5,,Tanzania,0
Palette de Bine,Lam Dong,1574,2015,72.0,Canada,3.75,Trinitario,Vietnam,0
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72.0,Canada,2.75,,Bolivia,0
Palette de Bine,Sambirano,1239,2014,78.0,Canada,3.75,Trinitario,Madagascar,0
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75.0,Canada,2.75,,Ecuador,0
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75.0,Canada,3.5,Blend,"Trinidad,Ecuador",0
Palette de Bine,Gran Couva,1399,2014,70.0,Canada,3.75,Trinitario,Trinidad,0
Pangea,Matasawalevu,1860,2016,76.0,Spain,3.0,,Fiji,0
Park 75,South America,1363,2014,65.0,U.S.A.,3.5,,South America,0
Parliament,Kilombero Valley,1856,2016,70.0,U.S.A.,3.25,,Tanzania,0
Parliament,"Lachua, Q'egchi families",1542,2015,70.0,U.S.A.,3.5,,Guatemala,0
Parliament,Alto Beni,1251,2014,70.0,U.S.A.,3.0,,Bolivia,0
Parliament,Oko Caribe,1255,2014,70.0,U.S.A.,3.5,,Dominican Republic,0
Pascha,Peru,1137,2013,55.0,Peru,2.5,,Peru,0
Pascha,Peru,1137,2013,70.0,Peru,2.75,,Peru,0
Patric,Signature Blend,636,2011,70.0,U.S.A.,3.75,Blend,,1
Patric,Madagascar,331,2009,75.0,U.S.A.,4.0,Trinitario,Madagascar,0
Patric,Madagascar,439,2009,67.0,U.S.A.,3.5,Trinitario,Madagascar,0
Patric,"Rio Caribe, Paria Penninsula",439,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela,0
Patric,Madagascar,196,2007,70.0,U.S.A.,4.0,Trinitario,Madagascar,0
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67.0,U.S.A.,4.0,,Peru,0
Paul Young,"Madagascar, w/ shell",1271,2014,73.0,England,2.25,Trinitario,Madagascar,0
Paul Young,"Madagascar, w/ shell",1271,2014,64.0,England,2.75,Trinitario,Madagascar,0
Peppalo,Dominican Republic,1454,2015,82.0,U.S.A.,3.0,,Dominican Republic,0
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70.0,Belgium,3.25,Forastero,Cameroon,0
Pierre Marcolini,Chuao,478,2010,75.0,Belgium,3.0,Criollo,Venezuela,0
Pierre Marcolini,Trinite,478,2010,75.0,Belgium,3.25,Trinitario,Trinidad,0
Pierre Marcolini,"Baracoa, Cuba",516,2010,78.0,Belgium,3.75,"Criollo, Forastero",Cuba,0
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85.0,Belgium,3.0,Criollo,Peru,0
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72.0,Belgium,3.0,Forastero,Brazil,0
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72.0,Belgium,3.0,Criollo,Mexico,0
Pierre Marcolini,Cabosse,111,2007,70.0,Belgium,4.0,Blend,"Venezuela,Java",0
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72.0,Belgium,3.75,Forastero (Nacional),Ecuador,0
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72.0,Belgium,4.0,Trinitario,Madagascar,0
Pierre Marcolini,Fleur de Cacao,166,2007,85.0,Belgium,3.5,Blend,"Venezuela,Ghana",0
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72.0,Belgium,4.0,Criollo,Mexico,0
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72.0,Belgium,3.0,Criollo,Indonesia,0
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72.0,Belgium,4.0,Criollo,Venezuela,0
Pinellas,Wampusirpi Region,1772,2016,80.0,U.S.A.,2.5,,Honduras,0
Pitch Dark,Tenor,1506,2015,62.0,U.S.A.,2.5,,Nicaragua,0
Pitch Dark,Johe,1506,2015,80.0,U.S.A.,2.75,,Nicaragua,0
Pitch Dark,Chuno,1510,2015,80.0,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua,0
Pitch Dark,Nicalizo,1510,2015,80.0,U.S.A.,2.75,Trinitario,Nicaragua,0
Pitch Dark,Rugoso,1510,2015,80.0,U.S.A.,3.25,,Nicaragua,0
Pitch Dark,Akesson Estate,1311,2014,73.0,U.S.A.,3.25,Trinitario,Madagascar,0
Pitch Dark,Namau Village,1315,2014,73.0,U.S.A.,2.5,Trinitario,Fiji,0
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73.0,U.S.A.,3.25,,Ecuador,0
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73.0,U.S.A.,3.5,,Ecuador,0
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76.0,U.S.A.,2.5,,Dominican Republic,0
Pomm (aka Dead Dog),Peru,829,2012,82.0,U.S.A.,2.75,Criollo,Peru,0
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70.0,U.S.A.,3.75,,Dominican Republic,0
Potomac,"Cuyagua, 2013",1387,2014,70.0,U.S.A.,3.75,,Venezuela,0
Potomac,Upala w/ nibs,647,2011,70.0,U.S.A.,3.5,Matina,Costa Rica,0
Potomac,"Upala, Batch 18",654,2011,70.0,U.S.A.,3.0,Matina,Costa Rica,0
Potomac,"San Martin, Amazonian Highlands",789,2011,70.0,U.S.A.,2.75,,Peru,0
Potomac,Bahia,789,2011,70.0,U.S.A.,3.5,,Brazil,0
Potomac,"Upala, Batch 12",607,2010,82.0,U.S.A.,3.75,Matina,Costa Rica,0
Pralus,Peru,1446,2015,75.0,France,3.25,,Peru,0
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75.0,France,3.25,Criollo (Porcelana),Venezuela,0
Pralus,Chuao,486,2010,75.0,France,3.5,Trinitario,Venezuela,0
Pralus,Cuyagua,451,2009,75.0,France,2.0,,Venezuela,0
Pralus,Papouasie,199,2008,75.0,France,3.0,Trinitario,Papua New Guinea,0
Pralus,"Sambirano Valley, Le 100%",202,2008,100.0,France,3.0,Criollo,Madagascar,0
Pralus,Dominican Republic-Organic,280,2008,75.0,France,2.0,,Dominican Republic,0
Pralus,"Monte Alegre, Diego Badero",280,2008,75.0,France,3.5,,Brazil,0
Pralus,Claudio Corallo w/ nibs,162,2007,75.0,France,4.0,Forastero,Sao Tome,0
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75.0,France,3.0,Forastero,Brazil,0
Pralus,Tanzania,105,2006,75.0,France,3.5,Criollo,Tanzania,0
Pralus,Sao Tome & Principe,5,2006,75.0,France,3.5,Forastero,"Sao Tome,Principe",0
Pralus,Trinidad,5,2006,75.0,France,3.5,Trinitario,Trinidad,0
Pralus,"Madagascar, Nosy Be Isle.",5,2006,75.0,France,3.75,Criollo,Madagascar,0
Pralus,"Java, Indonesie",32,2006,75.0,France,3.5,Criollo,Indonesia,0
Pralus,"Barlovento, Venezuela",32,2006,75.0,France,3.5,Trinitario,Venezuela,0
Pralus,Jamaique,32,2006,75.0,France,4.0,Trinitario,Jamaica,0
Pralus,Equateur,40,2006,75.0,France,3.0,Trinitario,Ecuador,0
Pralus,Vanuatu,40,2006,75.0,France,3.0,Trinitario,Vanuatu,0
Pralus,Ghana,40,2006,75.0,France,3.25,Forastero,Ghana,0
Pralus,Colombie,40,2006,75.0,France,3.5,Trinitario,Colombia,0
Pralus,Fortissima,93,2006,80.0,France,4.0,"Criollo, Trinitario",Ecuador,0
Pralus,Cuba,99,2006,75.0,France,3.0,Trinitario,Cuba,0
Pralus,"Caracas, Venezuela and Ghana",99,2006,75.0,France,3.0,"Trinitario, Forastero","Venezuela,Ghana",0
Pralus,"Djakarta, Java and Ghana",99,2006,75.0,France,3.5,"Criollo, Forastero","Indonesia,Ghana",0
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77.0,England,3.5,,Ecuador,0
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70.0,England,3.5,Trinitario,Grenada,0
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74.0,England,3.5,Criollo,Madagascar,0
Pump Street Bakery,Honduras,1688,2015,80.0,England,2.75,,Honduras,0
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75.0,England,2.75,Trinitario,Venezuela,0
Pump Street Bakery,Guantupi River,1223,2014,75.0,England,3.0,Forastero (Nacional),Ecuador,0
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72.0,England,3.25,Trinitario,Madagascar,0
Pump Street Bakery,Guantupi River,1227,2014,85.0,England,2.75,Forastero (Nacional),Ecuador,0
Pura Delizia,Venezuela,931,2012,73.0,Italy,2.75,,Venezuela,0
Q Chocolate,Brazil,1057,2013,75.0,Brazil,3.25,,Brazil,0
Q Chocolate,Brazil,1057,2013,85.0,Brazil,3.5,,Brazil,0
Q Chocolate,Brazil,1069,2013,55.0,Brazil,2.75,,Brazil,0
Q Chocolate,Brazil,1069,2013,80.0,Brazil,3.25,,Brazil,0
Q Chocolate,Brazil,935,2012,60.0,Brazil,3.0,,Brazil,0
Q Chocolate,Brazil,935,2012,65.0,Brazil,3.25,,Brazil,0
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70.0,Mexico,2.75,Criollo,Mexico,0
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74.0,Mexico,3.0,Trinitario,Mexico,0
Raaka,Amazon Basin Blend,1788,2016,70.0,U.S.A.,3.0,,"Peru,SMartin,Pangoa,Nacional",1
Raaka,Virunga,1708,2015,75.0,U.S.A.,2.75,Forastero,Congo,0
Raaka,Madagascar,959,2012,75.0,U.S.A.,3.25,Trinitario,Madagascar,0
Raaka,La Red,785,2011,85.0,U.S.A.,3.5,,Dominican Republic,0
Rain Republic,Suchitepequez E.,470,2010,70.0,Guatemala,2.75,,Guatemala,0
Rancho San Jacinto,Ecuador,565,2010,75.0,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador,0
Ranger,"San Martin, Batch 2",1558,2015,70.0,U.S.A.,2.5,,Peru,0
Ranger,"Chulucanas, Batch 1",1562,2015,80.0,U.S.A.,3.25,,Peru,0
Ranger,"Tumbes, Batch 2",1562,2015,73.0,U.S.A.,3.5,Criollo,Peru,0
Raoul Boulanger,Piura,1872,2016,75.0,France,3.25,Criollo,Peru,0
Raw Cocoa,Raw,867,2012,70.0,Poland,2.5,Criollo,,0
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75.0,Ecuador,3.25,,Ecuador,0
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75.0,Ecuador,2.5,Forastero (Arriba),Ecuador,0
Republica del Cacao (aka Confecta),Manabi,147,2007,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,0
Republica del Cacao (aka Confecta),El Oro,147,2007,67.0,Ecuador,3.5,Forastero (Arriba),Ecuador,0
Republica del Cacao (aka Confecta),Los Rios,170,2007,75.0,Ecuador,3.75,Forastero (Arriba),Ecuador,0
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75.0,U.S.A.,3.75,,Ecuador,0
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85.0,U.S.A.,3.5,,Ecuador,0
Ritual,"Mid Mountain, 2014",1466,2015,70.0,U.S.A.,3.5,Blend,,0
Ritual,"Toledo District, Maya",1089,2013,75.0,U.S.A.,3.75,Trinitario,Belize,0
Ritual,"Maranon, Cajamarca",1181,2013,75.0,U.S.A.,3.0,Forastero (Nacional),Peru,0
Ritual,Sambirano,891,2012,75.0,U.S.A.,4.0,Trinitario,Madagascar,0
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75.0,U.S.A.,3.25,Nacional (Arriba),Ecuador,0
Ritual,Gran Couva,979,2012,75.0,U.S.A.,3.5,Trinitario,Trinidad,0
Ritual,Costa Rica,745,2011,75.0,U.S.A.,3.5,,Costa Rica,0
Roasting Masters,"La Dorado, light roast",1844,2016,70.0,South Korea,3.25,,Costa Rica,0
Roasting Masters,"Tapanti, light roast",1844,2016,70.0,South Korea,3.25,,Costa Rica,0
Roasting Masters,Maleku,1844,2016,70.0,South Korea,3.25,,Costa Rica,0
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75.0,Madagascar,3.25,Trinitario,Madagascar,0
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68.0,Madagascar,3.25,Trinitario,Madagascar,0
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66.0,England,3.5,Trinitario,Grenada,0
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75.0,U.S.A.,3.75,,Honduras,0
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70.0,U.S.A.,3.75,,Venezuela,0
Rogue,"Tranquilidad, Batch 1",1566,2015,75.0,U.S.A.,3.25,,Bolivia,0
Rogue,Porcelana,1209,2014,80.0,U.S.A.,3.75,Criollo,Venezuela,0
Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70.0,U.S.A.,3.5,Trinitario,Madagascar,0
Rogue,"Hispaniola, 2013",1081,2013,70.0,U.S.A.,3.5,,Dominican Republic,0
Rogue,"Silvestre, Batch 7, 2013",1081,2013,75.0,U.S.A.,4.0,,Bolivia,0
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75.0,U.S.A.,3.75,Trinitario,Jamaica,0
Rogue,"Camino Verde P., Balao, Guayas",979,2012,75.0,U.S.A.,3.75,Nacional (Arriba),Ecuador,0
Rogue,"Silvestre, Batch 1, 2011",793,2011,75.0,U.S.A.,3.0,Criollo,Bolivia,0
Rogue,Piura,565,2010,75.0,U.S.A.,3.75,,Peru,0
Rogue,Rio Caribe,327,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela,0
Rogue,"Hispaniola, 2008",213,2008,70.0,U.S.A.,2.75,,Dominican Republic,0
Rogue,Jamaica,213,2008,70.0,U.S.A.,2.75,Trinitario,Jamaica,0
Rogue,"Sambirano, 2008",213,2008,70.0,U.S.A.,2.75,Trinitario,Madagascar,0
Rogue,Trinidad,213,2008,70.0,U.S.A.,3.0,Trinitario,Trinidad,0
Rozsavolgyi,Sur del Lago,809,2012,84.0,Hungary,2.5,,Venezuela,0
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76.0,Hungary,2.25,Trinitario,Venezuela,0
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72.0,Hungary,2.5,Trinitario,Madagascar,0
Rozsavolgyi,Carenero Superior,713,2011,73.0,Hungary,3.5,Criollo,Venezuela,0
Rozsavolgyi,Porcelana,717,2011,71.0,Hungary,2.5,,Venezuela,0
Rozsavolgyi,"Aragua, Trincheras",717,2011,70.0,Hungary,3.5,,Venezuela,0
Rozsavolgyi,Principe,765,2011,77.0,Hungary,2.75,Forastero,Principe,0
S.A.I.D.,Malgascio,607,2010,64.0,Italy,3.5,Trinitario,Madagascar,0
S.A.I.D.,100 percent,615,2010,100.0,Italy,1.5,,,0
S.A.I.D.,Samana,615,2010,70.0,Italy,3.0,,Dominican Republic,0
S.A.I.D.,Arawak,615,2010,72.0,Italy,3.5,,Carribean,0
S.A.I.D.,Latino,615,2010,72.0,Italy,3.5,,,0
Sacred,Midnight,813,2012,83.0,U.S.A.,2.75,,"Central,South America",0
Sacred,Twilight,813,2012,69.0,U.S.A.,3.25,,"Central,South America",0
Salgado,Bahia Superior,288,2008,70.0,Argentina,3.5,Forastero,Brazil,0
Salgado,Esmeraldas,288,2008,70.0,Argentina,3.5,Forastero (Nacional),Ecuador,0
Salgado,Carenero Superior,288,2008,70.0,Argentina,3.5,Trinitario,Venezuela,0
Salgado,Rio Arriba,292,2008,70.0,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador,0
Santander (Compania Nacional),Colombian 2008,404,2009,75.0,Colombia,2.75,Forastero (Nacional),Colombia,0
Santander (Compania Nacional),Colombian w/ nibs,414,2009,70.0,Colombia,3.0,Forastero (Nacional),Colombia,0
Santander (Compania Nacional),Colombian Semi Dark,32,2006,53.0,Colombia,2.0,Forastero (Nacional),Colombia,0
Santander (Compania Nacional),Colombian,32,2006,65.0,Colombia,3.0,Forastero (Nacional),Colombia,0
Santander (Compania Nacional),Colombian Dark,32,2006,70.0,Colombia,4.0,Forastero (Nacional),Colombia,0
Santome,Sao Tome,761,2011,70.0,France,2.75,Forastero,Sao Tome,0
Scharffen Berger,San Juan de Cheni,959,2012,78.0,U.S.A.,4.0,,Peru,0
Scharffen Berger,Markham Valley,781,2011,68.0,U.S.A.,3.75,,Papua New Guinea,0
Scharffen Berger,Camahogne,464,2010,68.0,U.S.A.,3.5,Trinitario,Grenada,0
Scharffen Berger,Amina,464,2010,65.0,U.S.A.,3.75,"Trinitario, Criollo",Madagascar,0
Scharffen Berger,Tome Acu,336,2009,68.0,U.S.A.,3.75,,Brazil,0
Scharffen Berger,Asante,336,2009,65.0,U.S.A.,4.0,Forastero,Ghana,0
Scharffen Berger,Ben Tre,445,2009,72.0,U.S.A.,3.75,Trinitario,Vietnam,0
Scharffen Berger,Finisterra,227,2008,72.0,U.S.A.,3.0,Blend,"Venezuela,Trinidad,Madagascar",0
Scharffen Berger,Las Islas,117,2007,72.0,U.S.A.,3.0,Blend,"Carribean,Dominican Republic,Jamaica,Trinidad",0
Scharffen Berger,Nibby,135,2007,62.0,U.S.A.,3.0,,,0
Scharffen Berger,Cuyagua,135,2007,75.0,U.S.A.,3.75,,Venezuela,0
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75.0,U.S.A.,3.0,Blend,Carribean,0
Scharffen Berger,Extra Dark,15,2006,82.0,U.S.A.,2.0,,,0
Scharffen Berger,Bittersweet,15,2006,70.0,U.S.A.,3.5,Blend,,0
